,station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
2718702,MPZ,2008-06-23 06:46,-91.5122,40.9453,62.00,53.00,M,M,M,M,29.99,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
5309402,TNU,2008-12-04 17:36,-93.019,41.6701,23.00,10.00,56.93,320.00,18.00,M,30.45,M,7.00,27.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.90,M
1164992,PEA,2008-03-12 23:35,-92.9431,41.3989,59.00,41.00,51.18,240.00,10.00,M,29.61,M,10.00,16.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,M
4741186,TRM,2008-10-29 15:52,-116.1597,33.6267,68.00,44.06,41.98,0.00,0.00,M,30.01,1016.30,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,68.00,KTRM 291552Z AUTO 00000KT 10SM CLR 20/07 A3001 RMK AO2 SLP163 T02000067
5688555,GGI,2008-12-27 00:04,-92.7332,41.7097,44.00,43.00,96.24,160.00,15.00,M,29.59,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.34,M
1121579,SBP,2008-03-10 10:56,-120.6441,35.2381,46.04,39.92,79.07,0.00,0.00,M,30.19,1022.30,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,46.04,KSBP 101056Z 00000KT 10SM CLR 08/04 A3019 RMK AO2 SLP223 T00780044 $
2518703,HNR,2008-06-10 02:34,-95.3355,41.5834,62.00,55.00,77.81,290.00,27.00,0.07,29.90,M,7.00,33.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.00,M
5588621,OXR,2008-12-21 01:51,-119.2072,34.2008,50.00,44.06,79.94,360.00,3.00,M,30.16,1021.20,9.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,49.27,KOXR 210151Z AUTO 36003KT 9SM CLR 10/07 A3016 RMK AO2 SLP212 T01000067 TSNO
377493,SAN,2008-01-24 04:01,-117.1845,32.7339,53.60,46.40,76.50,170.00,12.00,0.03,29.95,M,2.00,18.00,FEW,BKN,OVC,   ,1600.00,2800.00,4700.00,M,+RA,M,M,M,M,M,M,53.60,KSAN 240401Z 17012G18KT 2SM +RA FEW016 BKN028 OVC047 12/08 A2995 RMK AO2 P0003
4971781,IGQ,2008-11-14 09:25,-87.5295,41.5349,50.00,46.40,87.37,200.00,14.00,M,29.57,M,5.00,20.00,SCT,BKN,OVC,M,1400.00,2200.00,3600.00,M,BR,M,M,M,M,M,M,44.36,KIGQ 140925Z AUTO 20014G20KT 5SM BR SCT014 BKN022 OVC036 10/08 A2957 RMK AO2
1165722,PEA,2008-03-13 00:35,-92.9431,41.3989,53.60,41.00,62.23,280.00,17.00,M,29.64,M,10.00,23.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,M
1426012,ACV,2008-03-28 19:43,-124.1086,40.9781,48.20,46.40,93.45,140.00,10.00,0.01,29.91,M,1.75,M,BKN,OVC,   ,   ,2200.00,3000.00,M,M,-RA BR,M,M,M,M,M,M,43.28,KACV 281943Z AUTO 14010KT 1 3/4SM R32/5000VP6000FT -RA BR BKN022 OVC030 09/08 A2991 RMK AO2 P0001
2891309,EBS,2008-07-04 17:36,-93.8691,42.4392,77.00,56.00,48.29,160.00,7.00,M,30.08,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,M
5322821,ADU,2008-12-05 14:05,-94.9204,41.6994,13.00,8.00,80.02,200.00,8.00,M,30.30,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.71,M
2317891,ADU,2008-05-27 10:34,-94.9204,41.6994,54.00,50.00,86.29,50.00,14.00,M,30.05,M,10.00,20.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.00,M
1093962,CUL,2008-03-08 18:06,-88.1231,38.0895,28.40,15.80,58.75,300.00,12.00,M,30.07,M,10.00,20.00,SCT,M,M,M,3200.00,M,M,M,M,M,M,M,M,M,M,17.42,KCUL 081806Z AUTO 30012G20KT 10SM SCT032 M02/M09 A3007 RMK AO2
5451908,MUT,2008-12-12 22:13,-91.1406,41.367,25.00,17.00,71.22,150.00,4.00,M,30.17,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.25,M
1599319,RDD,2008-04-09 07:53,-122.2934,40.509,42.08,32.00,67.22,60.00,3.00,M,29.97,1014.60,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,40.21,KRDD 090753Z AUTO 06003KT 10SM CLR 06/00 A2997 RMK AO2 SLP146 T00560000 401780056
122110,CKP,2008-01-08 21:54,-95.5538,42.7304,36.00,25.00,63.98,290.00,6.00,M,29.92,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.35,M
1019940,EOK,2008-03-04 02:03,-91.4274,40.4615,24.00,16.00,71.11,350.00,8.00,M,30.05,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14.26,M
964556,DNV,2008-02-29 15:06,-87.5955,40.1997,37.40,32.00,80.65,230.00,10.00,0.01,29.94,M,10.00,14.00,SCT,BKN,BKN,M,5500.00,7500.00,11000.00,M,M,M,M,M,M,M,M,29.74,KDNV 291506Z AUTO 23010G14KT 10SM SCT055 BKN075 BKN110 03/00 A2994 RMK AO2 P0001
1686162,RNM,2008-04-15 05:53,-116.9153,33.0392,51.08,48.02,89.22,0.00,0.00,M,29.99,1014.30,5.00,M,CLR,   ,   ,   ,M,M,M,M,BR,M,M,M,M,M,M,51.08,KRNM 150553Z AUTO 00000KT 5SM BR CLR 11/09 A2999 RMK AO2 SLP143 T01060089 10267 20106 51017 TSNO $
1400075,SVE,2008-03-27 02:14,-120.5727,40.3757,33.80,30.20,86.49,270.00,9.00,M,30.04,M,10.00,M,FEW,SCT,BKN,   ,2100.00,2800.00,3600.00,M,M,M,M,M,M,M,M,25.75,KAAT 270214Z AUTO 27009KT 10SM FEW021 SCT028 BKN036 01/M01 A3004 RMK AO2 FZRANO TSNO
1416316,IGQ,2008-03-28 04:05,-87.5295,41.5349,35.60,33.80,93.08,30.00,11.00,M,29.93,M,7.00,19.00,BKN,BKN,OVC,M,900.00,6500.00,8500.00,M,M,M,M,M,M,M,M,27.02,KIGQ 280405Z AUTO 03011G19KT 7SM BKN009 BKN065 OVC085 02/01 A2993 RMK AO2 LTG DSNT SE
494165,DIJ,2008-01-31 04:56,-111.0979,43.7419,12.02,5.00,72.91,180.00,14.00,M,29.96,1020.90,10.00,M,BKN,   ,   ,   ,7500.00,M,M,M,M,M,M,M,M,M,M,-4.59,KDIJ 310456Z AUTO 18014KT 10SM BKN075 M11/M15 A2996 RMK AO2 T11111150 BKN V OVC SLP209
1365423,DPA,2008-03-24 18:52,-88.2486,41.9078,39.02,24.08,54.68,210.00,8.00,M,30.32,1027.50,10.00,M,OVC,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,32.76,KDPA 241852Z 21008KT 10SM OVC040 04/M04 A3032 RMK AO2 SLP275 T00391044
1577860,SLB,2008-04-07 18:26,-95.2399,42.5972,50.00,28.00,42.33,290.00,13.00,M,30.02,M,10.00,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.63,M
247780,MPZ,2008-01-16 06:45,-91.5122,40.9453,27.00,19.00,71.45,160.00,16.00,M,29.98,M,10.00,20.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,13.90,M
2407360,L35,2008-06-02 16:11,-116.856,34.2638,60.80,10.40,13.46,240.00,6.00,M,30.14,M,10.00,14.00,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,60.80,KL35 021611Z AUTO 24006G14KT 10SM CLR 16/M12 A3014 RMK AO2
3036330,CIN,2008-07-14 07:55,-94.7889,42.0444,59.00,55.40,87.83,250.00,3.00,M,29.94,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,M
2428001,SDA,2008-06-03 23:52,-95.4112,40.7533,82.00,74.00,76.78,40.00,13.00,M,29.52,M,10.00,19.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.00,M
4268946,CKP,2008-09-30 21:35,-95.5538,42.7304,71.60,39.20,30.77,320.00,9.00,M,30.06,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.91,M
2850902,CNC,2008-07-02 04:46,-93.3608,41.0184,72.00,63.00,73.31,170.00,7.00,M,29.86,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,72.00,M
1541526,JOT,2008-04-05 11:05,-88.1756,41.5177,32.00,30.20,92.97,0.00,0.00,M,29.98,M,0.75,M,VV ,M,M,M,500.00,M,M,M,BR,M,M,M,M,M,M,32.00,KJOT 051105Z AUTO 00000KT 3/4SM BR VV005 00/M01 A2998 RMK AO2 VIS 1/2V2 1/2
840069,OXV,2008-02-21 21:19,-93.1114,41.2984,19.00,12.00,73.73,70.00,4.00,M,30.06,M,5.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.24,M
4779710,VTI,2008-11-01 14:23,-92.0248,42.2176,49.00,45.00,86.00,70.00,7.00,M,30.33,M,7.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.50,M
2679999,ICL,2008-06-20 16:27,-95.0223,40.7242,76.00,62.00,61.87,290.00,4.00,M,30.04,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,76.00,M
1860483,CPS,2008-04-26 12:53,-90.1562,38.5707,46.04,35.06,65.32,270.00,8.00,M,30.14,1020.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.41,KCPS 261253Z 27008KT 10SM CLR 08/02 A3014 RMK AO2 SLP205 T00780017 $
4006791,OVE,2008-09-15 13:53,-121.62,39.49,60.08,50.00,69.29,0.00,0.00,M,29.98,1015.10,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,60.08,KOVE 151353Z AUTO 00000KT 10SM CLR 16/10 A2998 RMK AO2 SLP151 T01560100 TSNO $
4548301,CAV,2008-10-17 02:13,-93.7593,42.743,44.00,36.00,M,M,M,M,30.28,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
1146844,TVK,2008-03-11 21:59,-92.8983,40.6832,57.00,35.00,43.46,260.00,11.00,M,29.90,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.00,M
2675666,AXA,2008-06-20 09:36,-94.2724,43.0796,65.00,60.00,83.84,310.00,7.00,M,29.94,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,65.00,M
2232975,MUT,2008-05-21 18:55,-91.1406,41.367,71.60,32.00,23.13,300.00,6.00,M,29.75,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.55,M
2110165,CNO,2008-05-13 08:53,-117.6361,33.9753,53.96,46.04,74.48,0.00,0.00,M,29.89,1011.80,8.00,M,OVC,   ,   ,   ,3400.00,M,M,M,M,M,M,M,M,M,M,53.96,KCNO 130853Z AUTO 00000KT 8SM OVC034 12/08 A2989 RMK AO2 SLP118 T01220078 58004
2537918,TWF,2008-06-11 08:42,-114.4878,42.4818,35.60,30.20,80.51,240.00,17.00,0.02,30.01,M,1.75,26.00,OVC,   ,   ,   ,800.00,M,M,M,-SN BR,M,M,M,30.00,230.00,2008-06-11 07:59,24.79,KTWF 110842Z AUTO 24017G26KT 1 3/4SM -SN BR OVC008 02/M01 A3001 RMK AO2 PK WND 23030/0759 P0002
1580258,EOK,2008-04-07 21:56,-91.4274,40.4615,54.00,34.00,46.57,280.00,9.00,M,30.04,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.00,M
5239448,BNW,2008-11-30 05:43,-93.8486,42.0486,31.00,28.00,88.48,350.00,3.00,M,29.61,M,1.25,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.55,M
2481826,DEC,2008-06-07 07:37,-88.8657,39.8346,73.40,71.60,94.10,170.00,7.00,0.02,29.94,M,10.00,M,SCT,BKN,OVC,M,600.00,2300.00,5000.00,M,-RA,M,M,M,M,M,M,74.86,KDEC 070737Z AUTO 17007KT 10SM -RA SCT006 BKN023 OVC050 23/22 A2994 RMK AO2 LTG DSNT E-SW RAB26 P0002
4068126,ORC,2008-09-19 03:13,-96.0606,42.9895,64.00,59.00,83.78,180.00,7.00,M,30.09,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.00,M
1460362,TIP,2008-03-30 22:25,-88.1424,40.2936,55.40,51.80,87.65,170.00,11.00,M,30.07,M,7.00,M,BKN,BKN,OVC,M,900.00,2100.00,2800.00,M,M,M,M,M,M,M,M,55.40,KTIP 302225Z AUTO 17011KT 7SM BKN009 BKN021 OVC028 13/11 A3007 RMK AO2
2355293,LPC,2008-05-29 21:55,-120.4675,34.6656,68.00,M,M,280.00,18.00,M,30.06,M,M,21.00,   ,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,KLPC 292155Z AUTO 28018G21KT 20/ A3006 RMK AO1 PNO
3201580,LWS,2008-07-24 16:56,-117.0154,46.3745,68.00,44.96,43.44,360.00,3.00,M,30.12,1019.20,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,68.00,KLWS 241656Z 36003KT 10SM CLR 20/07 A3012 RMK AO2 SLP192 T02000072
1639217,DEH,2008-04-12 01:47,-91.7433,43.2755,35.00,33.00,92.32,350.00,9.00,0.03,29.47,M,2.50,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.24,M
1239029,L35,2008-03-17 03:50,-116.856,34.2638,28.40,8.60,42.73,350.00,4.00,M,29.91,M,10.00,M,SCT,BKN,OVC,   ,5500.00,6500.00,7500.00,M,M,M,M,M,M,M,M,23.22,KL35 170350Z AUTO 35004KT 10SM SCT055 BKN065 OVC075 M02/M13 A2991 RMK AO2
3797007,MDH,2008-09-02 10:52,-89.25,37.78,71.06,68.00,90.06,0.00,0.00,M,30.01,1015.80,6.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,72.10,KMDH 021052Z AUTO 00000KT 6SM BR CLR 22/20 A3001 RMK AO2 SLP158 T02170200 TSNO
2500169,MYL,2008-06-08 15:50,-116.1017,44.8889,44.96,35.96,70.52,160.00,4.00,M,30.12,1019.90,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,42.55,KMYL 081550Z AUTO 16004KT 10SM CLR 07/02 A3012 RMK AO2 SLP199 T00720022
2061231,MXO,2008-05-10 02:37,-91.1605,42.2204,56.00,49.00,M,M,M,M,29.92,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
977041,HWD,2008-03-01 13:23,-122.1212,37.6588,51.80,51.80,100.00,0.00,0.00,M,30.23,M,4.00,M,BKN,OVC,   ,   ,900.00,1500.00,M,M,-RA BR,M,M,M,M,M,M,51.80,KHWD 011323Z AUTO 00000KT 4SM -RA BR BKN009 OVC015 11/11 A3023 RMK AO2 RAB12 CIG 006V010 P0000 $
5177808,PIH,2008-11-26 17:53,-112.5959,42.9098,35.96,26.06,66.97,0.00,0.00,M,30.12,1022.40,10.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,35.96,KPIH 261753Z 00000KT 10SM CLR 02/M03 A3012 RMK AO2 SLP224 T00221033 10022 21061 58008
3793000,MIW,2008-09-02 04:53,-92.9163,42.1106,75.02,69.98,84.34,150.00,7.00,M,29.95,1013.20,6.00,M,CLR,   ,   ,M,M,M,M,M,HZ,M,M,M,M,M,M,76.19,METAR KMIW 020453Z AUTO 15007KT 6SM HZ CLR 24/21 A2995 RMK AO2 SLP132 T02390211
673320,CKP,2008-02-11 10:15,-95.5538,42.7304,3.20,-4.00,71.29,110.00,6.00,M,30.26,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,-9.16,M
2645604,AXA,2008-06-18 08:28,-94.2724,43.0796,59.00,54.00,M,M,M,M,30.00,M,10.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
2829253,LVK,2008-06-30 14:53,-121.8149,37.6931,55.94,51.98,86.52,M,5.00,M,30.03,1016.80,10.00,M,BKN,   ,   ,   ,600.00,M,M,M,FU,M,M,M,M,M,M,55.94,KLVK 301453Z VRB05KT 10SM FU BKN006 13/11 A3003 RMK AO2 SLP168 T01330111 51015
4204658,ICL,2008-09-27 00:35,-95.0223,40.7242,73.40,59.00,60.67,160.00,4.00,M,30.04,M,-99.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,M
3578846,ORC,2008-08-20 02:35,-96.0606,42.9895,71.60,64.40,78.04,120.00,3.00,M,30.04,M,10.00,-99.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,M
